일시,일시,기온(°C),습도(%),tem_in_loc1,hum_in_loc1,tem_coil_loc1,cond_loc1
2017-05-17 13:00:00,2017-05-17 13:00:00,23.2,44.2,22.58,44.78,19.49,0.0
2017-05-17 14:00:00,2017-05-17 14:00:00,23.8,40.7,23.25,40.84,19.64,0.0
2017-05-17 15:00:00,2017-05-17 15:00:00,23.7,36.3,23.49,40.32,19.87,0.0
2017-05-17 16:00:00,2017-05-17 16:00:00,23.7,37.4,23.8,38.0,20.02,0.0
2017-05-17 17:00:00,2017-05-17 17:00:00,23.4,37.3,23.77,36.94,20.13,0.0
2017-05-17 18:00:00,2017-05-17 18:00:00,22.3,43.5,23.71,37.33,20.1,0.0
2017-05-17 19:00:00,2017-05-17 19:00:00,19.9,45.9,23.8,36.63,20.4,0.0
2017-05-17 20:00:00,2017-05-17 20:00:00,17.2,51.2,23.25,37.42,20.44,0.0
2017-05-17 21:00:00,2017-05-17 21:00:00,15.4,62.2,22.88,35.35,20.33,0.0
2017-05-17 22:00:00,2017-05-17 22:00:00,15.1,61.0,22.33,36.36,20.25,0.0
2017-05-17 23:00:00,2017-05-17 23:00:00,14.2,64.6,21.51,42.95,20.06,0.0
2017-05-18 00:00:00,2017-05-18 00:00:00,12.2,73.8,21.42,40.54,20.13,0.0
2017-05-18 01:00:00,2017-05-18 01:00:00,11.9,71.9,20.84,47.65,19.83,0.0
2017-05-18 02:00:00,2017-05-18 02:00:00,11.2,76.7,20.62,51.25,19.87,0.0
2017-05-18 03:00:00,2017-05-18 03:00:00,10.2,79.3,19.89,51.56,19.64,0.0
2017-05-18 04:00:00,2017-05-18 04:00:00,10.5,77.7,19.55,53.42,19.56,0.0
2017-05-18 05:00:00,2017-05-18 05:00:00,11.1,76.3,19.31,51.68,19.45,0.0
2017-05-18 06:00:00,2017-05-18 06:00:00,10.9,84.5,19.31,52.47,19.41,0.0
2017-05-18 07:00:00,2017-05-18 07:00:00,13.8,75.3,19.31,53.27,19.49,0.0
2017-05-18 08:00:00,2017-05-18 08:00:00,17.2,60.0,19.58,50.09,19.52,0.0
2017-05-18 09:00:00,2017-05-18 09:00:00,20.1,60.4,20.2,48.66,19.64,0.0
2017-05-18 10:00:00,2017-05-18 10:00:00,22.2,52.6,21.29,48.72,19.87,0.0
2017-05-18 11:00:00,2017-05-18 11:00:00,24.0,44.8,22.45,46.52,20.17,0.0
2017-05-18 12:00:00,2017-05-18 12:00:00,25.3,40.2,23.22,44.51,20.55,0.0
2017-05-18 13:00:00,2017-05-18 13:00:00,25.1,45.0,24.01,43.28,20.52,0.0
2017-05-18 14:00:00,2017-05-18 14:00:00,26.9,43.6,25.11,39.13,20.9,0.0
2017-05-18 15:00:00,2017-05-18 15:00:00,26.0,37.3,24.9,39.01,20.97,0.0
2017-05-18 16:00:00,2017-05-18 16:00:00,26.5,38.0,25.32,40.17,21.24,0.0
2017-05-18 17:00:00,2017-05-18 17:00:00,25.2,41.6,25.54,38.13,21.36,0.0
2017-05-18 18:00:00,2017-05-18 18:00:00,23.0,44.8,25.26,35.29,21.51,0.0
2017-05-18 19:00:00,2017-05-18 19:00:00,21.0,50.4,24.77,36.87,21.32,0.0
2017-05-18 20:00:00,2017-05-18 20:00:00,19.1,61.2,24.01,40.29,21.32,0.0
2017-05-18 21:00:00,2017-05-18 21:00:00,17.9,71.0,23.52,43.19,21.2,0.0
2017-05-18 22:00:00,2017-05-18 22:00:00,16.9,81.4,23.06,47.99,21.09,0.0
2017-05-18 23:00:00,2017-05-18 23:00:00,16.1,82.1,22.39,50.92,20.9,0.0
2017-05-19 00:00:00,2017-05-19 00:00:00,15.3,76.2,22.03,48.9,20.9,0.0
2017-05-19 01:00:00,2017-05-19 01:00:00,15.0,71.2,21.63,47.1,20.86,0.0
2017-05-19 02:00:00,2017-05-19 02:00:00,14.7,67.1,21.11,50.24,20.59,0.0
2017-05-19 03:00:00,2017-05-19 03:00:00,14.7,64.5,20.87,48.2,20.63,0.0
2017-05-19 04:00:00,2017-05-19 04:00:00,14.7,63.6,20.62,51.4,20.52,0.0
2017-05-19 05:00:00,2017-05-19 05:00:00,12.8,76.6,20.23,51.16,20.33,0.0
2017-05-19 06:00:00,2017-05-19 06:00:00,14.2,73.4,19.95,54.85,20.17,0.0
2017-05-19 07:00:00,2017-05-19 07:00:00,16.6,66.4,19.98,54.67,20.21,0.0
2017-05-19 08:00:00,2017-05-19 08:00:00,19.6,52.4,20.47,51.71,20.21,0.0
2017-05-19 09:00:00,2017-05-19 09:00:00,21.8,46.7,21.14,49.33,20.36,0.0
2017-05-19 10:00:00,2017-05-19 10:00:00,23.3,41.8,22.21,46.06,20.74,0.0
2017-05-19 11:00:00,2017-05-19 11:00:00,24.8,37.6,23.1,40.23,20.94,0.0
2017-05-19 12:00:00,2017-05-19 12:00:00,26.4,37.6,24.07,38.43,21.16,0.0
2017-05-19 13:00:00,2017-05-19 13:00:00,27.2,31.0,24.71,39.74,21.36,0.0
2017-05-19 14:00:00,2017-05-19 14:00:00,26.9,30.3,25.05,38.86,21.43,0.0
2017-05-19 15:00:00,2017-05-19 15:00:00,26.8,28.5,25.05,38.98,21.51,0.0
2017-05-19 16:00:00,2017-05-19 16:00:00,26.3,29.5,26.21,34.65,22.0,0.0
2017-05-19 17:00:00,2017-05-19 17:00:00,25.5,29.5,25.96,29.52,22.35,0.0
2017-05-19 18:00:00,2017-05-19 18:00:00,23.6,31.5,25.42,30.59,22.19,0.0
2017-05-19 19:00:00,2017-05-19 19:00:00,21.3,35.0,24.9,28.17,22.23,0.0
2017-05-19 20:00:00,2017-05-19 20:00:00,19.6,36.1,24.32,29.49,22.23,0.0
2017-05-19 21:00:00,2017-05-19 21:00:00,17.0,48.6,23.98,31.23,22.0,0.0
2017-05-19 22:00:00,2017-05-19 22:00:00,16.6,54.4,23.43,35.35,21.93,0.0
2017-05-19 23:00:00,2017-05-19 23:00:00,15.3,63.0,23.1,39.47,21.78,0.0
2017-05-20 00:00:00,2017-05-20 00:00:00,14.7,67.8,22.67,39.93,21.62,0.0
2017-05-20 01:00:00,2017-05-20 01:00:00,13.3,72.0,22.03,46.73,21.51,0.0
2017-05-20 02:00:00,2017-05-20 02:00:00,12.6,74.4,21.42,48.26,21.32,0.0
2017-05-20 03:00:00,2017-05-20 03:00:00,12.0,74.1,20.96,48.96,21.2,0.0
2017-05-20 04:00:00,2017-05-20 04:00:00,11.7,73.1,20.53,47.56,21.05,0.0
2017-05-20 05:00:00,2017-05-20 05:00:00,11.0,78.7,20.44,48.69,20.9,0.0
2017-05-20 06:00:00,2017-05-20 06:00:00,11.4,73.3,20.04,52.05,20.74,0.0
2017-05-20 07:00:00,2017-05-20 07:00:00,15.4,61.8,19.55,48.81,20.71,0.0
2017-05-20 08:00:00,2017-05-20 08:00:00,18.7,48.9,20.38,47.5,20.86,0.0
2017-05-20 09:00:00,2017-05-20 09:00:00,22.2,37.9,21.45,43.38,21.09,0.0
2017-05-20 10:00:00,2017-05-20 10:00:00,23.3,37.7,22.48,40.81,21.28,0.0
2017-05-20 11:00:00,2017-05-20 11:00:00,24.6,33.8,23.34,34.92,21.62,0.0
2017-05-20 12:00:00,2017-05-20 12:00:00,23.8,42.7,24.13,37.27,21.89,0.0
2017-05-20 13:00:00,2017-05-20 13:00:00,25.0,35.5,24.84,36.2,22.16,0.0
2017-05-20 14:00:00,2017-05-20 14:00:00,26.0,32.6,25.54,36.23,22.31,0.0
2017-05-20 15:00:00,2017-05-20 15:00:00,24.8,29.0,25.51,34.55,22.39,0.0
2017-05-20 16:00:00,2017-05-20 16:00:00,24.3,28.2,25.14,33.73,22.35,0.0
2017-05-20 17:00:00,2017-05-20 17:00:00,23.8,28.8,25.35,31.2,22.61,0.0
2017-05-20 18:00:00,2017-05-20 18:00:00,22.7,32.0,25.23,33.0,22.73,0.0
2017-05-20 19:00:00,2017-05-20 19:00:00,21.0,41.3,24.96,34.34,22.5,0.0
2017-05-20 20:00:00,2017-05-20 20:00:00,19.7,48.4,23.98,36.81,22.35,0.0
2017-05-20 21:00:00,2017-05-20 21:00:00,17.6,60.7,23.61,38.43,22.27,0.0
2017-05-20 22:00:00,2017-05-20 22:00:00,16.1,64.6,23.16,37.3,22.08,0.0
2017-05-20 23:00:00,2017-05-20 23:00:00,16.0,66.1,23.1,34.83,22.04,0.0
2017-05-21 00:00:00,2017-05-21 00:00:00,14.7,73.1,22.91,40.17,22.04,0.0
2017-05-21 01:00:00,2017-05-21 01:00:00,14.4,77.3,22.21,49.42,21.81,0.0
2017-05-21 02:00:00,2017-05-21 02:00:00,14.4,73.8,21.69,52.72,21.66,0.0
2017-05-21 03:00:00,2017-05-21 03:00:00,13.5,77.4,21.08,48.66,21.62,0.0
2017-05-21 04:00:00,2017-05-21 04:00:00,13.5,76.3,21.05,50.18,21.47,0.0
2017-05-21 05:00:00,2017-05-21 05:00:00,12.6,83.2,20.87,48.6,21.39,0.0
2017-05-21 06:00:00,2017-05-21 06:00:00,12.5,83.8,20.99,50.73,21.51,0.0
2017-05-21 07:00:00,2017-05-21 07:00:00,15.7,72.8,21.05,53.42,21.43,0.0
2017-05-21 08:00:00,2017-05-21 08:00:00,19.1,53.3,21.17,48.69,21.28,0.0
2017-05-21 09:00:00,2017-05-21 09:00:00,20.6,50.8,21.75,48.35,21.32,0.0
2017-05-21 10:00:00,2017-05-21 10:00:00,22.7,47.1,22.67,45.73,21.58,0.0
2017-05-21 11:00:00,2017-05-21 11:00:00,23.8,43.4,23.43,44.54,21.97,0.0
2017-05-21 12:00:00,2017-05-21 12:00:00,24.5,45.5,24.59,37.64,22.35,0.0
2017-05-21 13:00:00,2017-05-21 13:00:00,25.3,45.1,25.26,36.51,22.69,0.0
2017-05-21 14:00:00,2017-05-21 14:00:00,24.5,49.2,25.26,39.32,22.73,0.0
2017-05-21 15:00:00,2017-05-21 15:00:00,24.5,48.3,25.87,37.55,23.07,0.0
2017-05-21 16:00:00,2017-05-21 16:00:00,24.2,48.3,25.96,38.8,23.07,0.0
2017-05-21 17:00:00,2017-05-21 17:00:00,24.1,48.4,26.27,37.88,23.11,0.0
2017-05-21 18:00:00,2017-05-21 18:00:00,22.6,53.6,25.75,39.8,23.07,0.0
2017-05-21 19:00:00,2017-05-21 19:00:00,21.1,58.4,25.14,43.35,22.81,0.0
2017-05-21 20:00:00,2017-05-21 20:00:00,19.0,68.7,24.68,45.33,22.77,0.0
2017-05-21 21:00:00,2017-05-21 21:00:00,17.2,82.1,24.19,46.86,22.77,0.0
2017-05-21 22:00:00,2017-05-21 22:00:00,16.7,83.0,24.1,48.78,22.61,0.0
2017-05-21 23:00:00,2017-05-21 23:00:00,15.4,88.8,23.71,52.08,22.54,0.0
2017-05-22 00:00:00,2017-05-22 00:00:00,14.4,93.4,23.28,48.78,22.42,0.0
2017-05-22 01:00:00,2017-05-22 01:00:00,14.4,92.5,23.16,50.61,22.46,0.0
2017-05-22 02:00:00,2017-05-22 02:00:00,13.5,93.4,22.55,54.67,22.31,0.0
2017-05-22 03:00:00,2017-05-22 03:00:00,13.0,93.4,22.39,55.59,22.08,0.0
2017-05-22 04:00:00,2017-05-22 04:00:00,12.7,93.4,21.94,56.99,21.85,0.0
2017-05-22 05:00:00,2017-05-22 05:00:00,12.1,93.4,21.36,57.91,21.81,0.0
2017-05-22 06:00:00,2017-05-22 06:00:00,12.4,93.4,20.99,59.86,21.7,0.0
2017-05-22 07:00:00,2017-05-22 07:00:00,15.6,90.6,20.84,61.17,21.51,0.0
2017-05-22 08:00:00,2017-05-22 08:00:00,19.5,70.0,21.05,61.36,21.58,0.0
2017-05-22 09:00:00,2017-05-22 09:00:00,21.6,67.3,21.78,57.78,21.74,0.0
2017-05-22 10:00:00,2017-05-22 10:00:00,22.3,62.7,22.94,54.73,22.04,0.0
2017-05-22 11:00:00,2017-05-22 11:00:00,23.5,58.3,23.8,51.04,22.23,0.0
2017-05-22 12:00:00,2017-05-22 12:00:00,24.3,52.2,24.62,45.02,22.5,0.0
2017-05-22 13:00:00,2017-05-22 13:00:00,24.9,49.2,25.17,46.12,22.81,0.0
2017-05-22 14:00:00,2017-05-22 14:00:00,25.9,47.7,25.66,43.01,22.88,0.0
2017-05-22 15:00:00,2017-05-22 15:00:00,25.7,43.0,26.42,41.76,23.64,0.0
2017-05-22 16:00:00,2017-05-22 16:00:00,26.2,39.9,27.09,34.92,23.76,0.0
2017-05-22 17:00:00,2017-05-22 17:00:00,25.3,42.6,26.54,41.39,23.64,0.0
2017-05-22 18:00:00,2017-05-22 18:00:00,24.0,45.6,25.6,46.52,23.49,0.0
2017-05-22 19:00:00,2017-05-22 19:00:00,21.5,55.9,24.68,48.87,23.15,0.0
2017-05-22 20:00:00,2017-05-22 20:00:00,19.6,59.6,24.07,46.49,22.96,0.0
2017-05-22 21:00:00,2017-05-22 21:00:00,17.2,67.9,24.1,46.73,22.96,0.0
2017-05-22 22:00:00,2017-05-22 22:00:00,17.0,68.7,24.26,48.38,23.03,0.0
2017-05-22 23:00:00,2017-05-22 23:00:00,16.0,70.7,23.77,53.69,22.81,0.0
2017-05-23 00:00:00,2017-05-23 00:00:00,15.6,78.2,23.34,55.43,22.65,0.0
2017-05-23 01:00:00,2017-05-23 01:00:00,14.5,86.2,22.82,53.24,22.58,0.0
2017-05-23 02:00:00,2017-05-23 02:00:00,16.7,81.7,22.55,53.27,22.54,0.0
2017-05-23 03:00:00,2017-05-23 03:00:00,14.5,90.2,22.39,54.33,22.39,0.0
2017-05-23 04:00:00,2017-05-23 04:00:00,13.8,93.4,21.87,60.32,22.23,0.0
2017-05-23 05:00:00,2017-05-23 05:00:00,13.7,93.4,21.87,59.46,22.23,0.0
2017-05-23 06:00:00,2017-05-23 06:00:00,14.3,93.4,21.39,60.96,22.0,0.0
2017-05-23 07:00:00,2017-05-23 07:00:00,15.5,93.1,21.39,61.97,22.0,0.0
2017-05-23 08:00:00,2017-05-23 08:00:00,18.5,83.0,21.66,60.96,22.04,0.0
2017-05-23 09:00:00,2017-05-23 09:00:00,20.4,75.7,22.09,60.44,22.04,0.0
2017-05-23 10:00:00,2017-05-23 10:00:00,22.2,67.7,22.7,58.73,22.04,0.0
2017-05-23 11:00:00,2017-05-23 11:00:00,23.1,61.4,23.4,55.46,22.31,0.0
2017-05-23 12:00:00,2017-05-23 12:00:00,23.1,56.8,23.92,51.62,22.46,0.0
2017-05-23 13:00:00,2017-05-23 13:00:00,22.9,57.4,24.26,51.86,22.5,0.0
2017-05-23 14:00:00,2017-05-23 14:00:00,22.7,58.7,24.62,53.79,22.69,0.0
2017-05-23 15:00:00,2017-05-23 15:00:00,23.3,53.1,24.41,53.57,22.61,0.0
2017-05-23 16:00:00,2017-05-23 16:00:00,23.0,55.2,24.47,53.72,22.65,0.0
2017-05-23 17:00:00,2017-05-23 17:00:00,22.9,56.9,24.35,52.84,22.73,0.0
2017-05-23 18:00:00,2017-05-23 18:00:00,22.9,54.2,24.32,52.96,22.65,0.0
2017-05-23 19:00:00,2017-05-23 19:00:00,21.5,61.9,24.07,55.89,22.54,0.0
2017-05-23 20:00:00,2017-05-23 20:00:00,20.7,65.0,23.83,54.73,22.54,0.0
2017-05-23 21:00:00,2017-05-23 21:00:00,17.9,88.0,23.8,54.67,22.58,0.0
2017-05-23 22:00:00,2017-05-23 22:00:00,17.0,93.4,23.43,60.81,22.42,0.0
2017-05-23 23:00:00,2017-05-23 23:00:00,16.4,93.4,23.1,60.13,22.39,0.0
2017-05-24 00:00:00,2017-05-24 00:00:00,16.4,93.4,22.88,63.92,22.12,0.0
2017-05-24 01:00:00,2017-05-24 01:00:00,16.5,93.4,22.67,65.42,22.19,0.0
2017-05-24 02:00:00,2017-05-24 02:00:00,16.5,93.4,22.58,66.51,22.0,0.0
2017-05-24 03:00:00,2017-05-24 03:00:00,16.6,93.4,22.42,67.19,22.08,0.0
2017-05-24 04:00:00,2017-05-24 04:00:00,16.6,93.4,22.3,67.83,21.97,0.0
2017-05-24 05:00:00,2017-05-24 05:00:00,16.7,93.4,22.24,68.22,22.04,0.0
2017-05-24 06:00:00,2017-05-24 06:00:00,16.4,93.4,22.21,68.19,21.81,0.0
2017-05-24 07:00:00,2017-05-24 07:00:00,16.6,93.4,22.21,68.35,21.97,0.0
2017-05-24 08:00:00,2017-05-24 08:00:00,16.9,93.4,22.39,68.59,21.89,0.0
2017-05-24 09:00:00,2017-05-24 09:00:00,17.9,93.4,22.91,67.25,22.04,0.0
2017-05-24 10:00:00,2017-05-24 10:00:00,19.9,90.2,23.34,64.62,22.04,0.0
2017-05-24 11:00:00,2017-05-24 11:00:00,20.7,84.5,23.98,60.78,22.27,0.0
2017-05-24 12:00:00,2017-05-24 12:00:00,21.8,74.7,24.62,55.95,22.54,0.0
2017-05-24 13:00:00,2017-05-24 13:00:00,22.8,69.4,25.48,52.59,23.0,0.0
2017-05-24 14:00:00,2017-05-24 14:00:00,22.9,64.5,25.75,50.79,22.81,0.0
2017-05-24 15:00:00,2017-05-24 15:00:00,23.1,65.2,25.72,47.04,23.19,0.0
2017-05-24 16:00:00,2017-05-24 16:00:00,22.9,60.8,25.93,47.65,23.22,0.0
2017-05-24 17:00:00,2017-05-24 17:00:00,23.0,58.6,25.75,47.71,23.34,0.0
2017-05-24 18:00:00,2017-05-24 18:00:00,22.4,63.2,25.93,48.29,23.22,0.0
2017-05-24 19:00:00,2017-05-24 19:00:00,20.1,73.4,25.11,48.08,23.15,0.0
2017-05-24 20:00:00,2017-05-24 20:00:00,18.2,72.7,24.71,50.27,23.07,0.0
2017-05-24 21:00:00,2017-05-24 21:00:00,17.5,72.2,24.38,47.04,23.07,0.0
2017-05-24 22:00:00,2017-05-24 22:00:00,17.0,74.7,24.1,44.29,22.96,0.0
2017-05-24 23:00:00,2017-05-24 23:00:00,15.1,83.8,23.43,46.67,22.69,0.0
2017-05-25 00:00:00,2017-05-25 00:00:00,15.0,85.1,23.06,47.44,22.65,0.0
2017-05-25 01:00:00,2017-05-25 01:00:00,14.1,90.2,22.48,51.98,22.65,0.0
2017-05-25 02:00:00,2017-05-25 02:00:00,14.0,82.5,22.06,53.17,22.39,0.0
2017-05-25 03:00:00,2017-05-25 03:00:00,14.4,83.2,21.63,52.87,22.19,0.0
2017-05-25 04:00:00,2017-05-25 04:00:00,14.1,90.3,21.42,52.11,22.0,0.0
2017-05-25 05:00:00,2017-05-25 05:00:00,13.7,93.4,21.2,50.64,21.97,0.0
2017-05-25 06:00:00,2017-05-25 06:00:00,13.9,93.4,20.53,55.25,21.7,0.0
2017-05-25 07:00:00,2017-05-25 07:00:00,15.1,92.8,20.44,56.99,21.51,0.0
2017-05-25 08:00:00,2017-05-25 08:00:00,17.4,87.0,21.05,55.01,21.62,0.0
2017-05-25 09:00:00,2017-05-25 09:00:00,20.1,72.6,22.0,52.41,21.81,0.0
2017-05-25 10:00:00,2017-05-25 10:00:00,21.7,67.0,22.94,46.09,22.12,0.0
2017-05-25 11:00:00,2017-05-25 11:00:00,23.7,43.0,24.38,39.9,22.54,0.0
2017-05-25 12:00:00,2017-05-25 12:00:00,23.0,52.4,24.65,43.44,22.65,0.0
2017-05-25 13:00:00,2017-05-25 13:00:00,22.8,57.3,25.02,46.09,22.92,0.0
2017-05-25 14:00:00,2017-05-25 14:00:00,21.8,52.8,24.93,38.52,22.96,0.0
2017-05-25 15:00:00,2017-05-25 15:00:00,21.7,33.9,24.13,30.98,22.65,0.0
2017-05-25 16:00:00,2017-05-25 16:00:00,21.1,38.1,24.38,31.47,22.81,0.0
2017-05-25 17:00:00,2017-05-25 17:00:00,19.3,48.4,23.68,41.39,22.5,0.0
2017-05-25 18:00:00,2017-05-25 18:00:00,18.1,53.1,23.16,40.51,22.42,0.0
2017-05-25 19:00:00,2017-05-25 19:00:00,16.8,60.0,22.06,42.98,22.12,0.0
2017-05-25 20:00:00,2017-05-25 20:00:00,15.5,64.2,21.42,46.46,21.74,0.0
2017-05-25 21:00:00,2017-05-25 21:00:00,14.2,74.6,20.84,47.95,21.32,0.0
2017-05-25 22:00:00,2017-05-25 22:00:00,15.4,54.5,20.5,41.94,21.16,0.0
2017-05-25 23:00:00,2017-05-25 23:00:00,14.9,53.9,19.92,37.76,21.05,0.0
2017-05-26 00:00:00,2017-05-26 00:00:00,14.4,56.3,19.43,39.22,20.78,0.0
2017-05-26 01:00:00,2017-05-26 01:00:00,13.7,57.7,19.16,39.29,20.63,0.0
2017-05-26 02:00:00,2017-05-26 02:00:00,13.2,56.4,19.0,39.22,20.48,0.0
2017-05-26 03:00:00,2017-05-26 03:00:00,12.6,56.2,19.25,39.1,20.48,0.0
2017-05-26 04:00:00,2017-05-26 04:00:00,12.3,56.7,19.49,39.19,20.48,0.0
2017-05-26 05:00:00,2017-05-26 05:00:00,10.8,66.9,18.94,38.03,19.98,0.0
2017-05-26 06:00:00,2017-05-26 06:00:00,11.4,74.5,19.0,39.29,20.1,0.0
2017-05-26 07:00:00,2017-05-26 07:00:00,13.8,62.8,19.16,38.55,19.91,0.0
2017-05-26 08:00:00,2017-05-26 08:00:00,15.8,53.7,19.8,42.4,20.06,0.0
2017-05-26 09:00:00,2017-05-26 09:00:00,16.5,49.2,20.81,38.58,20.4,0.0
2017-05-26 10:00:00,2017-05-26 10:00:00,17.3,44.3,21.45,36.02,20.55,0.0
2017-05-26 11:00:00,2017-05-26 11:00:00,17.6,47.3,21.9,34.95,20.74,0.0
2017-05-26 12:00:00,2017-05-26 12:00:00,18.1,43.5,22.24,37.97,21.05,0.0
2017-05-26 13:00:00,2017-05-26 13:00:00,19.3,43.9,23.03,35.1,21.09,0.0
2017-05-26 14:00:00,2017-05-26 14:00:00,19.8,42.2,23.64,35.47,21.47,0.0
2017-05-26 15:00:00,2017-05-26 15:00:00,19.9,39.6,24.07,32.02,21.55,0.0
2017-05-26 16:00:00,2017-05-26 16:00:00,20.0,37.8,24.07,31.62,21.62,0.0
2017-05-26 17:00:00,2017-05-26 17:00:00,19.0,45.7,23.95,32.63,21.66,0.0
2017-05-26 18:00:00,2017-05-26 18:00:00,17.9,52.8,23.55,37.03,21.62,0.0
2017-05-26 19:00:00,2017-05-26 19:00:00,16.4,57.5,22.91,38.25,21.51,0.0
2017-05-26 20:00:00,2017-05-26 20:00:00,14.7,63.5,22.18,41.09,21.28,0.0
2017-05-26 21:00:00,2017-05-26 21:00:00,14.2,66.2,21.17,45.21,21.05,0.0
2017-05-26 22:00:00,2017-05-26 22:00:00,13.9,68.6,20.53,46.37,20.63,0.0
2017-05-26 23:00:00,2017-05-26 23:00:00,13.3,75.8,20.1,47.8,20.59,0.0
2017-05-27 00:00:00,2017-05-27 00:00:00,12.6,82.7,19.55,49.85,20.4,0.0
2017-05-27 01:00:00,2017-05-27 01:00:00,12.5,83.8,19.28,50.73,20.17,0.0
2017-05-27 02:00:00,2017-05-27 02:00:00,12.2,87.3,19.07,51.47,20.1,0.0
2017-05-27 03:00:00,2017-05-27 03:00:00,12.1,90.6,19.07,52.05,20.17,0.0
2017-05-27 04:00:00,2017-05-27 04:00:00,11.8,91.5,18.82,53.39,19.98,0.0
2017-05-27 05:00:00,2017-05-27 05:00:00,11.0,92.2,18.58,53.72,19.91,0.0
2017-05-27 06:00:00,2017-05-27 06:00:00,11.2,93.4,18.18,55.43,19.56,0.0
2017-05-27 07:00:00,2017-05-27 07:00:00,13.5,90.5,18.49,57.05,19.79,0.0
2017-05-27 08:00:00,2017-05-27 08:00:00,15.8,77.5,19.13,56.9,19.83,0.0
2017-05-27 09:00:00,2017-05-27 09:00:00,17.7,65.8,20.01,54.09,19.91,0.0
2017-05-27 10:00:00,2017-05-27 10:00:00,19.1,53.4,21.05,51.68,20.17,0.0
2017-05-27 11:00:00,2017-05-27 11:00:00,20.8,46.1,21.97,46.76,20.17,0.0
2017-05-27 12:00:00,2017-05-27 12:00:00,23.0,32.5,22.94,46.37,20.55,0.0
2017-05-27 13:00:00,2017-05-27 13:00:00,24.1,34.6,24.32,36.05,21.32,0.0
2017-05-27 14:00:00,2017-05-27 14:00:00,24.3,32.0,25.05,29.43,21.51,0.0
2017-05-27 15:00:00,2017-05-27 15:00:00,25.0,34.0,24.96,31.38,21.66,0.0
2017-05-27 16:00:00,2017-05-27 16:00:00,23.4,32.6,25.11,29.46,21.89,0.0
2017-05-27 17:00:00,2017-05-27 17:00:00,23.1,32.1,24.87,30.19,21.81,0.0
2017-05-27 18:00:00,2017-05-27 18:00:00,21.4,33.3,24.8,28.3,22.0,0.0
2017-05-27 19:00:00,2017-05-27 19:00:00,20.0,37.2,24.13,33.18,21.7,0.0
2017-05-27 20:00:00,2017-05-27 20:00:00,17.3,50.8,23.43,36.75,21.51,0.0
2017-05-27 21:00:00,2017-05-27 21:00:00,16.1,57.0,23.43,34.34,21.62,0.0
2017-05-27 22:00:00,2017-05-27 22:00:00,15.2,63.0,23.19,43.38,21.43,0.0
2017-05-27 23:00:00,2017-05-27 23:00:00,14.8,67.2,22.55,39.65,21.36,0.0
2017-05-28 00:00:00,2017-05-28 00:00:00,14.1,67.0,21.87,41.85,21.2,0.0
2017-05-28 01:00:00,2017-05-28 01:00:00,13.8,61.3,21.39,45.02,20.97,0.0
2017-05-28 02:00:00,2017-05-28 02:00:00,13.6,57.5,20.99,49.57,20.94,0.0
2017-05-28 03:00:00,2017-05-28 03:00:00,13.1,56.8,20.59,48.2,20.71,0.0
2017-05-28 04:00:00,2017-05-28 04:00:00,12.3,72.7,20.29,46.92,20.63,0.0
2017-05-28 05:00:00,2017-05-28 05:00:00,12.3,73.3,20.23,48.9,20.55,0.0
2017-05-28 06:00:00,2017-05-28 06:00:00,13.0,67.8,20.1,51.68,20.4,0.0
2017-05-28 07:00:00,2017-05-28 07:00:00,14.8,63.5,20.16,51.07,20.59,0.0
2017-05-28 08:00:00,2017-05-28 08:00:00,17.6,51.7,20.44,48.72,20.4,0.0
2017-05-28 09:00:00,2017-05-28 09:00:00,20.4,43.5,20.99,44.57,20.78,0.0
2017-05-28 10:00:00,2017-05-28 10:00:00,23.8,32.5,21.9,42.16,20.9,0.0
2017-05-28 11:00:00,2017-05-28 11:00:00,24.7,30.9,23.13,40.48,21.32,0.0
2017-05-28 12:00:00,2017-05-28 12:00:00,23.8,38.6,24.13,34.98,21.66,0.0
2017-05-28 13:00:00,2017-05-28 13:00:00,24.2,46.3,24.74,39.01,21.89,0.0
2017-05-28 14:00:00,2017-05-28 14:00:00,24.2,53.4,25.32,43.25,22.16,0.0
2017-05-28 15:00:00,2017-05-28 15:00:00,24.2,57.4,25.57,47.34,22.0,0.0
2017-05-28 16:00:00,2017-05-28 16:00:00,23.6,60.8,25.57,49.76,22.08,0.0
2017-05-28 17:00:00,2017-05-28 17:00:00,22.3,66.7,25.38,51.74,22.12,0.0
2017-05-28 18:00:00,2017-05-28 18:00:00,20.9,75.3,24.93,53.66,22.04,0.0
2017-05-28 19:00:00,2017-05-28 19:00:00,19.4,83.8,24.62,55.98,21.97,0.0
2017-05-28 20:00:00,2017-05-28 20:00:00,18.5,89.0,23.95,58.97,22.16,0.0
2017-05-28 21:00:00,2017-05-28 21:00:00,18.2,90.6,23.49,60.99,21.74,0.0
2017-05-28 22:00:00,2017-05-28 22:00:00,18.1,90.0,23.28,60.9,21.7,0.0
2017-05-28 23:00:00,2017-05-28 23:00:00,17.9,90.7,22.97,61.54,21.55,0.0
2017-05-29 00:00:00,2017-05-29 00:00:00,17.8,90.7,22.61,62.94,21.62,0.0
2017-05-29 01:00:00,2017-05-29 01:00:00,17.8,89.5,22.42,62.61,21.58,0.0
2017-05-29 02:00:00,2017-05-29 02:00:00,17.6,89.6,22.39,61.9,21.51,0.0
