,일시,기상온도,기상습도,tem_in_loc1,hum_in_loc1,tem_coil_loc1,tem_out_loc1,hum_out_loc1,cond_loc1,24시간,48시간,24,48
175,2016-04-22 21:00:00,0.3,93.4,6.8,67.34,4.95,2.49,88.03,0,2016-04-21 21:00:00,2016-04-20 21:00:00,0.0,0.0
176,2016-04-23 00:00:00,0.7,93.4,6.6,65.9,4.99,2.77,80.56,0,2016-04-22 00:00:00,2016-04-21 00:00:00,0.0,0.0
177,2016-04-23 03:00:00,1.5,93.4,6.0,66.45,3.42,2.64,86.02,0,2016-04-22 03:00:00,2016-04-21 03:00:00,0.0,0.0
178,2016-04-23 06:00:00,5.0,84.6,5.3,65.84,1.44,2.49,73.57,0,2016-04-22 06:00:00,2016-04-21 06:00:00,0.0,0.0
179,2016-04-23 09:00:00,4.1,80.1,5.6,66.12,3.5,2.67,74.48,0,2016-04-22 09:00:00,2016-04-21 09:00:00,0.0,0.0
180,2016-04-23 12:00:00,4.5,80.5,6.0,65.57,3.61,3.96,68.86,0,2016-04-22 12:00:00,2016-04-21 12:00:00,0.0,0.0
181,2016-04-23 15:00:00,3.0,90.7,7.0,65.08,3.99,4.57,74.66,0,2016-04-22 15:00:00,2016-04-21 15:00:00,0.0,0.0
182,2016-04-23 18:00:00,2.8,93.4,7.0,66.97,4.11,4.6,72.31,0,2016-04-22 18:00:00,2016-04-21 18:00:00,0.0,0.0
183,2016-04-23 21:00:00,2.3,93.4,7.0,65.84,4.18,4.72,76.98,0,2016-04-22 21:00:00,2016-04-21 21:00:00,0.0,0.0
184,2016-04-24 00:00:00,2.1,93.4,7.0,66.7,4.26,4.41,72.28,0,2016-04-23 00:00:00,2016-04-22 00:00:00,0.0,0.0
185,2016-04-24 03:00:00,2.1,93.4,7.0,65.72,4.26,3.96,66.33,0,2016-04-23 03:00:00,2016-04-22 03:00:00,0.0,0.0
186,2016-04-24 06:00:00,1.6,93.4,6.7,66.18,4.41,2.31,85.74,0,2016-04-23 06:00:00,2016-04-22 06:00:00,0.0,0.0
187,2016-04-24 09:00:00,1.7,93.4,6.3,69.23,4.38,2.86,85.71,0,2016-04-23 09:00:00,2016-04-22 09:00:00,0.0,0.0
188,2016-04-24 12:00:00,1.1,93.4,6.3,70.02,4.34,2.77,85.1,0,2016-04-23 12:00:00,2016-04-22 12:00:00,0.0,0.0
189,2016-04-24 15:00:00,1.4,93.4,6.4,70.12,4.41,2.49,84.46,0,2016-04-23 15:00:00,2016-04-22 15:00:00,0.0,0.0
190,2016-04-24 18:00:00,2.1,93.4,6.3,70.15,4.38,3.16,84.13,0,2016-04-23 18:00:00,2016-04-22 18:00:00,0.0,0.0
191,2016-04-24 21:00:00,3.3,93.4,6.6,71.43,4.57,3.68,83.88,0,2016-04-23 21:00:00,2016-04-22 21:00:00,0.0,0.0
192,2016-04-25 00:00:00,4.2,93.4,6.9,73.08,4.57,4.41,83.21,0,2016-04-24 00:00:00,2016-04-23 00:00:00,0.0,0.0
193,2016-04-25 03:00:00,5.2,93.4,7.2,73.05,4.57,5.36,79.21,0,2016-04-24 03:00:00,2016-04-23 03:00:00,0.0,0.0
194,2016-04-25 06:00:00,5.9,93.4,7.7,72.41,4.64,5.24,76.13,0,2016-04-24 06:00:00,2016-04-23 06:00:00,0.0,0.0
195,2016-04-25 09:00:00,6.1,88.4,8.4,69.66,4.87,5.88,73.14,0,2016-04-24 09:00:00,2016-04-23 09:00:00,0.0,0.0
196,2016-04-25 12:00:00,7.2,75.1,8.7,65.9,5.18,4.99,72.34,0,2016-04-24 12:00:00,2016-04-23 12:00:00,0.0,0.0
197,2016-04-25 15:00:00,2.8,93.4,6.7,65.35,5.1,3.07,82.39,0,2016-04-24 15:00:00,2016-04-23 15:00:00,0.0,0.0
198,2016-04-25 18:00:00,2.9,93.4,7.0,66.64,5.18,3.04,81.84,0,2016-04-24 18:00:00,2016-04-23 18:00:00,0.0,0.0
199,2016-04-25 21:00:00,3.2,93.4,6.8,67.58,5.22,3.32,83.79,0,2016-04-24 21:00:00,2016-04-23 21:00:00,0.0,0.0
200,2016-04-26 00:00:00,3.1,93.4,7.5,70.02,5.25,5.12,79.3,0,2016-04-25 00:00:00,2016-04-24 00:00:00,0.0,0.0
201,2016-04-26 03:00:00,0.8,93.4,7.9,68.96,5.41,4.38,77.87,0,2016-04-25 03:00:00,2016-04-24 03:00:00,0.0,0.0
202,2016-04-26 06:00:00,0.1,93.4,7.7,65.32,5.44,4.11,75.76,0,2016-04-25 06:00:00,2016-04-24 06:00:00,0.0,0.0
203,2016-04-26 09:00:00,3.2,93.4,7.9,66.51,5.71,3.62,86.54,0,2016-04-25 09:00:00,2016-04-24 09:00:00,0.0,0.0
204,2016-04-26 12:00:00,0.9,86.5,4.0,65.17,0.87,1.7,74.08,0,2016-04-25 12:00:00,2016-04-24 12:00:00,0.0,0.0
205,2016-04-26 15:00:00,1.3,90.3,4.2,67.12,0.9,2.06,76.28,0,2016-04-25 15:00:00,2016-04-24 15:00:00,0.0,0.0
206,2016-04-26 18:00:00,1.4,93.3,4.3,68.71,1.02,2.12,77.29,0,2016-04-25 18:00:00,2016-04-24 18:00:00,0.0,0.0
207,2016-04-26 21:00:00,1.6,91.6,4.5,70.24,1.09,3.25,73.84,0,2016-04-25 21:00:00,2016-04-24 21:00:00,0.0,0.0
208,2016-04-27 00:00:00,2.0,81.1,5.2,68.01,1.48,4.08,64.99,0,2016-04-26 00:00:00,2016-04-25 00:00:00,0.0,0.0
209,2016-04-27 03:00:00,5.4,76.0,6.4,65.45,2.54,8.02,58.73,0,2016-04-26 03:00:00,2016-04-25 03:00:00,0.0,0.0
210,2016-04-27 06:00:00,6.1,78.7,7.0,67.09,2.77,9.91,52.96,0,2016-04-26 06:00:00,2016-04-25 06:00:00,0.0,0.0
211,2016-04-27 09:00:00,2.3,91.2,6.0,67.67,4.11,2.86,76.4,0,2016-04-26 09:00:00,2016-04-25 09:00:00,0.0,0.0
212,2016-04-27 12:00:00,1.9,93.4,6.5,66.42,4.34,3.83,76.5,0,2016-04-26 12:00:00,2016-04-25 12:00:00,0.0,0.0
213,2016-04-27 15:00:00,2.4,93.4,6.7,67.09,4.3,3.56,77.81,0,2016-04-26 15:00:00,2016-04-25 15:00:00,0.0,0.0
214,2016-04-27 18:00:00,1.0,93.4,6.7,66.39,4.49,2.8,77.93,0,2016-04-26 18:00:00,2016-04-25 18:00:00,0.0,0.0
215,2016-04-27 21:00:00,1.8,93.4,6.5,65.45,4.34,2.55,82.02,0,2016-04-26 21:00:00,2016-04-25 21:00:00,0.0,0.0
216,2016-04-28 00:00:00,2.6,93.4,6.1,66.36,4.38,2.86,81.93,0,2016-04-27 00:00:00,2016-04-26 00:00:00,0.0,0.0
217,2016-04-28 03:00:00,4.2,93.4,6.4,68.35,4.26,6.12,74.82,0,2016-04-27 03:00:00,2016-04-26 03:00:00,0.0,0.0
218,2016-04-28 06:00:00,6.5,88.5,7.1,69.23,4.45,9.45,56.72,0,2016-04-27 06:00:00,2016-04-26 06:00:00,0.0,0.0
219,2016-04-28 09:00:00,8.2,74.5,7.8,67.77,4.64,10.4,50.55,0,2016-04-27 09:00:00,2016-04-26 09:00:00,0.0,0.0
220,2016-04-28 12:00:00,4.6,90.8,8.7,65.38,5.75,5.6,73.84,0,2016-04-27 12:00:00,2016-04-26 12:00:00,0.0,0.0
221,2016-04-28 15:00:00,4.5,93.4,8.6,68.68,5.71,5.48,78.17,0,2016-04-27 15:00:00,2016-04-26 15:00:00,0.0,0.0
222,2016-04-28 18:00:00,4.3,93.4,8.4,68.25,5.79,5.3,80.25,0,2016-04-27 18:00:00,2016-04-26 18:00:00,0.0,0.0
223,2016-04-28 21:00:00,4.4,93.4,8.4,68.28,5.71,5.09,81.32,0,2016-04-27 21:00:00,2016-04-26 21:00:00,0.0,0.0
224,2016-04-29 00:00:00,4.6,93.4,8.8,68.32,5.86,5.54,77.72,0,2016-04-28 00:00:00,2016-04-27 00:00:00,0.0,0.0
225,2016-04-29 03:00:00,3.1,93.4,8.8,65.72,6.09,3.83,82.54,0,2016-04-28 03:00:00,2016-04-27 03:00:00,0.0,0.0
226,2016-04-29 06:00:00,2.5,93.4,8.5,67.09,5.86,3.59,84.49,0,2016-04-28 06:00:00,2016-04-27 06:00:00,0.0,0.0
227,2016-04-29 09:00:00,1.3,93.4,8.4,65.66,6.02,3.35,83.67,0,2016-04-28 09:00:00,2016-04-27 09:00:00,0.0,0.0
228,2016-04-29 12:00:00,5.1,93.4,9.1,67.46,6.63,5.27,85.1,0,2016-04-28 12:00:00,2016-04-27 12:00:00,0.0,0.0
229,2016-04-29 15:00:00,5.2,93.4,9.2,68.41,6.63,4.96,86.29,0,2016-04-28 15:00:00,2016-04-27 15:00:00,0.0,0.0
230,2016-04-29 18:00:00,5.1,93.4,9.0,70.15,6.67,5.39,84.55,0,2016-04-28 18:00:00,2016-04-27 18:00:00,0.0,0.0
231,2016-04-29 21:00:00,5.1,93.4,8.9,70.18,6.89,5.24,84.31,0,2016-04-28 21:00:00,2016-04-27 21:00:00,0.0,0.0
232,2016-04-30 00:00:00,5.0,93.4,8.8,71.0,6.63,5.27,84.83,0,2016-04-29 00:00:00,2016-04-28 00:00:00,0.0,0.0
233,2016-04-30 03:00:00,4.8,93.4,8.8,71.46,6.59,4.81,87.7,0,2016-04-29 03:00:00,2016-04-28 03:00:00,0.0,0.0
234,2016-04-30 06:00:00,1.9,93.4,8.6,68.5,6.63,2.89,87.3,0,2016-04-29 06:00:00,2016-04-28 06:00:00,0.0,0.0
235,2016-04-30 09:00:00,1.9,93.4,8.5,67.0,6.63,2.98,88.28,0,2016-04-29 09:00:00,2016-04-28 09:00:00,0.0,0.0
236,2016-04-30 12:00:00,1.7,93.4,8.4,66.06,6.63,3.13,87.18,0,2016-04-29 12:00:00,2016-04-28 12:00:00,0.0,0.0
237,2016-04-30 15:00:00,1.9,93.4,8.5,65.6,6.74,3.01,87.45,0,2016-04-29 15:00:00,2016-04-28 15:00:00,0.0,0.0
238,2016-04-30 18:00:00,2.1,93.4,8.4,66.06,6.7,3.22,86.14,0,2016-04-29 18:00:00,2016-04-28 18:00:00,0.0,0.0
239,2016-04-30 21:00:00,2.2,93.4,8.2,67.28,6.59,3.62,85.56,0,2016-04-29 21:00:00,2016-04-28 21:00:00,0.0,0.0
240,2016-05-01 00:00:00,1.8,93.4,8.4,66.09,6.78,3.41,82.63,0,2016-04-30 00:00:00,2016-04-29 00:00:00,0.0,0.0
241,2016-05-01 03:00:00,2.5,93.4,8.1,65.81,6.74,3.22,89.26,0,2016-04-30 03:00:00,2016-04-29 03:00:00,0.0,0.0
242,2016-05-01 06:00:00,3.1,93.4,8.0,72.89,6.63,3.99,86.69,0,2016-04-30 06:00:00,2016-04-29 06:00:00,0.0,0.0
243,2016-05-01 09:00:00,1.9,93.4,7.6,68.19,6.44,3.35,80.62,0,2016-04-30 09:00:00,2016-04-29 09:00:00,0.0,0.0
244,2016-05-01 12:00:00,9.1,90.1,11.0,66.7,7.81,8.02,74.33,0,2016-04-30 12:00:00,2016-04-29 12:00:00,0.0,0.0
245,2016-05-01 15:00:00,8.9,93.4,10.9,66.67,7.77,8.17,78.11,0,2016-04-30 15:00:00,2016-04-29 15:00:00,0.0,0.0
246,2016-05-01 18:00:00,9.0,93.4,10.8,69.35,7.73,6.89,82.6,0,2016-04-30 18:00:00,2016-04-29 18:00:00,0.0,0.0
247,2016-05-01 21:00:00,6.7,93.4,11.0,71.46,7.85,7.16,89.77,0,2016-04-30 21:00:00,2016-04-29 21:00:00,0.0,0.0
248,2016-05-02 00:00:00,7.7,93.4,12.4,76.1,9.45,7.34,90.26,0,2016-05-01 00:00:00,2016-04-30 00:00:00,0.0,0.0
249,2016-05-02 03:00:00,7.0,93.4,12.0,73.53,9.6,6.58,90.63,0,2016-05-01 03:00:00,2016-04-30 03:00:00,0.0,0.0
250,2016-05-02 06:00:00,6.0,93.4,11.6,71.4,9.49,5.88,87.97,0,2016-05-01 06:00:00,2016-04-30 06:00:00,0.0,0.0
251,2016-05-02 09:00:00,5.4,93.4,11.5,68.07,9.49,5.63,85.38,0,2016-05-01 09:00:00,2016-04-30 09:00:00,0.0,0.0
252,2016-05-02 12:00:00,4.8,93.4,11.0,65.6,9.3,5.24,81.44,0,2016-05-01 12:00:00,2016-04-30 12:00:00,0.0,0.0
253,2016-05-02 15:00:00,4.5,93.4,10.0,67.55,9.3,5.05,81.99,0,2016-05-01 15:00:00,2016-04-30 15:00:00,0.0,0.0
254,2016-05-02 18:00:00,14.8,71.6,14.9,66.12,9.98,16.17,58.18,0,2016-05-01 18:00:00,2016-04-30 18:00:00,0.0,0.0
255,2016-05-02 21:00:00,12.8,75.0,14.7,70.33,10.86,14.4,63.34,0,2016-05-01 21:00:00,2016-04-30 21:00:00,0.0,0.0
256,2016-05-03 00:00:00,13.1,68.5,14.9,65.02,11.17,13.57,65.2,0,2016-05-02 00:00:00,2016-05-01 00:00:00,0.0,0.0
257,2016-05-03 03:00:00,12.5,85.1,14.6,65.23,11.36,12.35,70.33,0,2016-05-02 03:00:00,2016-05-01 03:00:00,0.0,0.0
258,2016-05-03 06:00:00,12.0,88.6,14.5,65.35,11.4,12.23,69.26,0,2016-05-02 06:00:00,2016-05-01 06:00:00,0.0,0.0
259,2016-05-03 09:00:00,6.2,93.4,12.3,65.05,11.13,6.86,86.84,0,2016-05-02 09:00:00,2016-05-01 09:00:00,0.0,0.0
260,2016-05-03 12:00:00,6.2,93.4,11.9,67.95,11.05,6.83,88.83,0,2016-05-02 12:00:00,2016-05-01 12:00:00,0.0,0.0
261,2016-05-03 15:00:00,6.4,93.4,12.0,68.25,10.98,7.07,89.53,0,2016-05-02 15:00:00,2016-05-01 15:00:00,0.0,0.0
262,2016-05-03 18:00:00,6.4,93.4,12.1,68.19,11.09,7.01,89.32,0,2016-05-02 18:00:00,2016-05-01 18:00:00,0.0,0.0
263,2016-05-03 21:00:00,6.4,93.4,12.0,68.86,10.98,6.86,90.48,0,2016-05-02 21:00:00,2016-05-01 21:00:00,0.0,0.0
264,2016-05-04 00:00:00,6.6,93.4,11.9,69.29,11.01,7.01,90.08,0,2016-05-03 00:00:00,2016-05-02 00:00:00,0.0,0.0
265,2016-05-04 03:00:00,6.5,93.4,11.6,71.25,11.01,6.86,90.66,0,2016-05-03 03:00:00,2016-05-02 03:00:00,0.0,0.0
266,2016-05-04 06:00:00,6.4,93.4,12.0,69.96,10.98,6.95,91.36,0,2016-05-03 06:00:00,2016-05-02 06:00:00,0.0,0.0
267,2016-05-04 09:00:00,6.9,93.4,11.8,71.92,10.98,7.19,90.81,0,2016-05-03 09:00:00,2016-05-02 09:00:00,0.0,0.0
268,2016-05-04 12:00:00,8.2,93.4,11.7,73.93,10.94,8.41,88.0,0,2016-05-03 12:00:00,2016-05-02 12:00:00,0.0,0.0
269,2016-05-04 15:00:00,8.7,93.4,12.0,74.02,10.9,9.57,82.66,0,2016-05-03 15:00:00,2016-05-02 15:00:00,0.0,0.0
270,2016-05-04 18:00:00,9.3,93.4,12.2,74.6,10.9,10.0,79.88,0,2016-05-03 18:00:00,2016-05-02 18:00:00,0.0,0.0
271,2016-05-04 21:00:00,9.7,93.4,12.8,70.21,11.05,10.52,73.47,0,2016-05-03 21:00:00,2016-05-02 21:00:00,0.0,0.0
272,2016-05-05 00:00:00,9.9,91.0,13.0,66.97,11.17,10.64,69.32,0,2016-05-04 00:00:00,2016-05-03 00:00:00,0.0,0.0
273,2016-05-05 03:00:00,9.6,86.4,12.6,65.87,11.17,10.0,69.54,0,2016-05-04 03:00:00,2016-05-03 03:00:00,0.0,0.0
274,2016-05-05 06:00:00,9.4,84.5,12.6,65.11,11.17,9.82,72.01,0,2016-05-04 06:00:00,2016-05-03 06:00:00,0.0,0.0
275,2016-05-05 09:00:00,-0.4,93.4,4.7,65.29,6.51,-0.29,90.02,0,2016-05-04 09:00:00,2016-05-03 09:00:00,0.0,0.0
276,2016-05-05 12:00:00,0.6,93.4,4.7,66.94,6.47,1.27,90.72,0,2016-05-04 12:00:00,2016-05-03 12:00:00,0.0,0.0
277,2016-05-05 15:00:00,1.9,93.4,5.0,68.28,6.47,3.89,76.86,0,2016-05-04 15:00:00,2016-05-03 15:00:00,0.0,0.0
278,2016-05-05 18:00:00,3.7,93.4,5.7,69.69,6.51,6.55,63.46,0,2016-05-04 18:00:00,2016-05-03 18:00:00,0.0,0.0
279,2016-05-05 21:00:00,4.5,92.6,6.6,68.38,6.51,9.6,56.14,0,2016-05-04 21:00:00,2016-05-03 21:00:00,0.0,0.0
280,2016-05-06 00:00:00,5.3,83.9,7.5,65.87,7.08,9.57,50.73,0,2016-05-05 00:00:00,2016-05-04 00:00:00,0.0,0.0
281,2016-05-06 03:00:00,2.8,68.0,6.6,65.51,6.67,2.95,81.59,0,2016-05-05 03:00:00,2016-05-04 03:00:00,0.0,0.0
282,2016-05-06 06:00:00,2.2,74.0,6.7,65.02,6.67,3.04,81.68,0,2016-05-05 06:00:00,2016-05-04 06:00:00,0.0,0.0
283,2016-05-06 09:00:00,2.3,73.8,6.6,65.17,6.55,2.8,81.01,0,2016-05-05 09:00:00,2016-05-04 09:00:00,0.0,0.0
284,2016-05-06 12:00:00,1.2,72.5,6.4,65.96,6.55,2.77,80.31,0,2016-05-05 12:00:00,2016-05-04 12:00:00,0.0,0.0
285,2016-05-06 15:00:00,1.4,77.0,6.4,65.6,6.55,2.95,79.95,0,2016-05-05 15:00:00,2016-05-04 15:00:00,0.0,0.0
286,2016-05-06 18:00:00,1.6,77.5,6.6,65.54,6.47,3.32,77.87,0,2016-05-05 18:00:00,2016-05-04 18:00:00,0.0,0.0
287,2016-05-06 21:00:00,11.3,74.5,11.7,65.93,8.12,10.4,70.88,0,2016-05-05 21:00:00,2016-05-04 21:00:00,0.0,0.0
288,2016-05-07 00:00:00,8.1,87.1,11.7,65.57,7.92,11.22,68.1,0,2016-05-06 00:00:00,2016-05-05 00:00:00,0.0,0.0
289,2016-05-07 03:00:00,7.3,93.4,11.6,67.89,8.08,10.18,71.52,0,2016-05-06 03:00:00,2016-05-05 03:00:00,0.0,0.0
290,2016-05-07 06:00:00,6.8,93.4,11.4,68.71,8.08,8.96,73.2,0,2016-05-06 06:00:00,2016-05-05 06:00:00,0.0,0.0
291,2016-05-07 09:00:00,6.5,93.4,11.2,67.86,8.0,8.17,76.22,0,2016-05-06 09:00:00,2016-05-05 09:00:00,0.0,0.0
292,2016-05-07 12:00:00,6.1,93.4,10.9,67.55,7.92,7.53,79.37,0,2016-05-06 12:00:00,2016-05-05 12:00:00,0.0,0.0
293,2016-05-07 15:00:00,5.8,93.4,10.5,68.35,7.89,7.07,80.95,0,2016-05-06 15:00:00,2016-05-05 15:00:00,0.0,0.0
294,2016-05-07 18:00:00,5.4,93.4,10.3,68.86,7.85,7.1,81.29,0,2016-05-06 18:00:00,2016-05-05 18:00:00,0.0,0.0
295,2016-05-07 21:00:00,5.0,93.4,10.1,69.08,7.85,6.98,81.29,0,2016-05-06 21:00:00,2016-05-05 21:00:00,0.0,0.0
296,2016-05-08 00:00:00,5.3,93.4,10.1,68.83,7.85,6.86,81.23,0,2016-05-07 00:00:00,2016-05-06 00:00:00,0.0,0.0
297,2016-05-08 03:00:00,5.3,93.4,9.8,69.32,7.81,6.64,81.59,0,2016-05-07 03:00:00,2016-05-06 03:00:00,0.0,0.0
298,2016-05-08 06:00:00,5.1,93.4,9.6,69.41,7.77,6.28,82.11,0,2016-05-07 06:00:00,2016-05-06 06:00:00,0.0,0.0
299,2016-05-08 09:00:00,4.9,93.4,9.4,69.87,7.73,6.06,82.84,0,2016-05-07 09:00:00,2016-05-06 09:00:00,0.0,0.0
300,2016-05-08 12:00:00,4.8,93.4,9.4,69.9,7.7,6.0,83.12,0,2016-05-07 12:00:00,2016-05-06 12:00:00,0.0,0.0
301,2016-05-08 15:00:00,4.7,93.4,9.2,70.57,7.62,5.63,83.18,0,2016-05-07 15:00:00,2016-05-06 15:00:00,0.0,0.0
302,2016-05-08 18:00:00,4.6,93.4,9.1,69.9,7.66,5.54,83.85,0,2016-05-07 18:00:00,2016-05-06 18:00:00,0.0,0.0
303,2016-05-08 21:00:00,4.4,93.4,9.0,70.09,7.66,5.6,83.97,0,2016-05-07 21:00:00,2016-05-06 21:00:00,0.0,0.0
304,2016-05-09 00:00:00,4.2,93.4,8.9,70.3,7.66,5.33,83.91,0,2016-05-08 00:00:00,2016-05-07 00:00:00,0.0,0.0
305,2016-05-09 03:00:00,4.2,93.4,8.9,70.39,7.62,5.39,85.13,0,2016-05-08 03:00:00,2016-05-07 03:00:00,0.0,0.0
306,2016-05-09 06:00:00,3.8,93.4,8.8,70.91,7.58,5.21,85.78,0,2016-05-08 06:00:00,2016-05-07 06:00:00,0.0,0.0
307,2016-05-09 09:00:00,3.7,93.4,8.7,71.15,7.58,4.99,86.32,0,2016-05-08 09:00:00,2016-05-07 09:00:00,0.0,0.0
308,2016-05-09 12:00:00,3.3,93.4,8.6,71.34,7.47,4.99,86.69,0,2016-05-08 12:00:00,2016-05-07 12:00:00,0.0,0.0
309,2016-05-09 15:00:00,3.1,93.4,8.5,71.46,7.5,4.84,86.81,0,2016-05-08 15:00:00,2016-05-07 15:00:00,0.0,0.0
310,2016-05-09 18:00:00,3.0,93.4,8.5,71.46,7.47,4.63,87.21,0,2016-05-08 18:00:00,2016-05-07 18:00:00,0.0,0.0
311,2016-05-09 21:00:00,3.1,93.4,8.1,71.92,7.35,4.02,87.88,0,2016-05-08 21:00:00,2016-05-07 21:00:00,0.0,0.0
312,2016-05-10 00:00:00,3.1,93.4,8.0,71.98,7.28,3.93,88.89,0,2016-05-09 00:00:00,2016-05-08 00:00:00,0.0,0.0
313,2016-05-10 03:00:00,3.1,93.4,7.8,72.31,7.35,3.8,89.29,0,2016-05-09 03:00:00,2016-05-08 03:00:00,0.0,0.0
314,2016-05-10 06:00:00,3.0,93.4,7.7,72.22,7.16,3.65,89.59,0,2016-05-09 06:00:00,2016-05-08 06:00:00,0.0,0.0
315,2016-05-10 09:00:00,2.8,93.4,7.6,71.92,7.28,3.5,89.44,0,2016-05-09 09:00:00,2016-05-08 09:00:00,0.0,0.0
316,2016-05-10 12:00:00,2.7,93.4,7.6,71.95,7.08,3.77,89.8,0,2016-05-09 12:00:00,2016-05-08 12:00:00,0.0,0.0
317,2016-05-10 15:00:00,2.3,93.4,7.6,72.22,7.08,4.02,89.71,0,2016-05-09 15:00:00,2016-05-08 15:00:00,0.0,0.0
318,2016-05-10 18:00:00,2.4,93.4,7.8,72.16,7.16,4.14,88.71,0,2016-05-09 18:00:00,2016-05-08 18:00:00,0.0,0.0
319,2016-05-10 21:00:00,2.4,93.4,7.9,72.41,7.24,4.32,88.16,0,2016-05-09 21:00:00,2016-05-08 21:00:00,0.0,0.0
320,2016-05-11 00:00:00,2.6,93.4,8.0,71.95,7.28,4.6,85.87,0,2016-05-10 00:00:00,2016-05-09 00:00:00,0.0,0.0
321,2016-05-11 03:00:00,3.4,93.4,8.1,71.15,7.43,5.39,83.36,0,2016-05-10 03:00:00,2016-05-09 03:00:00,0.0,0.0
322,2016-05-11 06:00:00,4.4,93.4,8.4,70.39,7.2,6.34,77.32,0,2016-05-10 06:00:00,2016-05-09 06:00:00,0.0,0.0
323,2016-05-11 09:00:00,6.4,93.4,8.7,69.87,7.35,9.36,65.48,0,2016-05-10 09:00:00,2016-05-09 09:00:00,0.0,0.0
324,2016-05-11 12:00:00,8.3,93.4,9.2,68.71,7.43,11.37,57.42,0,2016-05-10 12:00:00,2016-05-09 12:00:00,0.0,0.0
325,2016-05-11 15:00:00,9.9,85.0,9.7,66.76,7.54,10.89,56.81,0,2016-05-10 15:00:00,2016-05-09 15:00:00,0.0,0.0
326,2016-05-11 18:00:00,12.2,72.8,10.2,65.9,7.73,11.95,57.36,0,2016-05-10 18:00:00,2016-05-09 18:00:00,0.0,0.0
327,2016-05-11 21:00:00,12.2,74.4,10.7,65.51,7.96,6.4,82.75,0,2016-05-10 21:00:00,2016-05-09 21:00:00,0.0,0.0
328,2016-05-12 00:00:00,11.6,79.9,10.3,67.52,7.89,6.12,84.22,0,2016-05-11 00:00:00,2016-05-10 00:00:00,0.0,0.0
329,2016-05-12 03:00:00,12.1,80.2,9.8,69.23,7.81,6.06,85.99,0,2016-05-11 03:00:00,2016-05-10 03:00:00,0.0,0.0
330,2016-05-12 06:00:00,11.9,85.2,9.7,70.21,7.73,5.7,88.22,0,2016-05-11 06:00:00,2016-05-10 06:00:00,0.0,0.0
331,2016-05-12 09:00:00,8.6,91.0,9.2,71.12,7.62,5.36,89.32,0,2016-05-11 09:00:00,2016-05-10 09:00:00,0.0,0.0
332,2016-05-12 12:00:00,6.8,93.4,8.6,72.86,7.31,5.05,89.93,0,2016-05-11 12:00:00,2016-05-10 12:00:00,0.0,0.0
333,2016-05-12 15:00:00,5.3,93.4,8.7,72.1,7.43,4.9,90.9,0,2016-05-11 15:00:00,2016-05-10 15:00:00,0.0,0.0
334,2016-05-12 18:00:00,6.2,93.4,8.7,72.74,7.47,4.81,91.21,0,2016-05-11 18:00:00,2016-05-10 18:00:00,0.0,0.0
335,2016-05-12 21:00:00,6.1,93.4,8.4,72.95,7.28,4.47,91.45,0,2016-05-11 21:00:00,2016-05-10 21:00:00,0.0,0.0
336,2016-05-13 00:00:00,5.8,93.4,8.1,73.84,7.12,4.54,92.12,0,2016-05-12 00:00:00,2016-05-11 00:00:00,0.0,0.0
337,2016-05-13 03:00:00,5.6,93.4,8.5,72.99,7.2,4.6,92.37,0,2016-05-12 03:00:00,2016-05-11 03:00:00,0.0,0.0
338,2016-05-13 06:00:00,5.5,93.4,8.8,73.38,7.47,4.47,92.52,0,2016-05-12 06:00:00,2016-05-11 06:00:00,0.0,0.0
339,2016-05-13 09:00:00,5.3,93.4,8.9,73.32,7.39,4.32,92.89,0,2016-05-12 09:00:00,2016-05-11 09:00:00,0.0,0.0
340,2016-05-13 12:00:00,5.0,93.4,8.9,73.9,7.43,4.38,93.44,0,2016-05-12 12:00:00,2016-05-11 12:00:00,0.0,0.0
341,2016-05-13 15:00:00,5.0,93.4,9.0,73.66,7.54,4.69,93.83,0,2016-05-12 15:00:00,2016-05-11 15:00:00,0.0,0.0
342,2016-05-13 18:00:00,4.9,93.4,8.9,73.57,7.54,4.81,94.11,0,2016-05-12 18:00:00,2016-05-11 18:00:00,0.0,0.0
343,2016-05-13 21:00:00,4.4,93.4,9.0,73.41,7.5,4.47,93.99,0,2016-05-12 21:00:00,2016-05-11 21:00:00,0.0,0.0
344,2016-05-14 00:00:00,4.0,93.4,8.9,73.44,7.5,4.72,94.35,0,2016-05-13 00:00:00,2016-05-12 00:00:00,0.0,0.0
345,2016-05-14 03:00:00,3.8,93.4,9.0,73.41,7.5,4.93,94.63,0,2016-05-13 03:00:00,2016-05-12 03:00:00,0.0,0.0
346,2016-05-14 06:00:00,3.7,93.4,9.0,74.05,7.58,4.84,94.32,0,2016-05-13 06:00:00,2016-05-12 06:00:00,0.0,0.0
347,2016-05-14 09:00:00,3.5,93.4,9.1,74.33,7.5,4.87,94.72,0,2016-05-13 09:00:00,2016-05-12 09:00:00,0.0,0.0
348,2016-05-14 12:00:00,3.6,93.4,9.2,74.18,7.54,4.72,94.63,0,2016-05-13 12:00:00,2016-05-12 12:00:00,0.0,0.0
349,2016-05-14 15:00:00,3.5,93.4,9.0,74.6,7.58,4.87,94.9,0,2016-05-13 15:00:00,2016-05-12 15:00:00,0.0,0.0
350,2016-05-14 18:00:00,3.3,93.4,9.2,74.18,7.54,4.99,94.99,0,2016-05-13 18:00:00,2016-05-12 18:00:00,0.0,0.0
