일시,기상온도,기상습도,tem_in_loc1,hum_in_loc1,tem_coil_loc1,tem_out_loc1,hum_out_loc1,cond_loc1,24뒤,48뒤
2018-05-11 13:30,19.7,65.4,21.3,50.7,18.72,18.09,60.38,0,0,0
2018-05-11 14:00,19.2,71,20.9,53.33,18.88,17.14,63.8,0,0,0
2018-05-11 14:30,20.1,72.1,20.9,54.46,18.57,17.42,61.51,0,0,0
2018-05-11 15:00,18.2,72.6,21.1,53.3,18.99,17.14,63.4,0,0,0
2018-05-11 15:30,17.8,77,20.1,55.16,18.46,16.5,65.29,0,0,0
2018-05-11 16:00,16.7,84.8,19.8,56.62,18.38,16.17,66.79,0,0,0
2018-05-11 16:30,16.6,84.4,19.7,56.87,18.61,15.68,67.7,0,0,0
2018-05-11 17:00,15.7,87.7,19.1,58.12,18.11,14.98,70.45,0,0,0
2018-05-11 17:30,15.4,89.2,18.8,59.86,17.96,15.62,71.12,0,0,0
2018-05-11 18:00,15.1,90.4,18.5,61.26,17.81,14.79,73.35,0,0,0
2018-05-11 18:30,14.7,91.3,18.9,60.16,17.96,13.72,79.09,0,0,0
2018-05-11 19:00,14.7,92.4,18.5,61.02,17.84,13.57,80.56,0,0,0
2018-05-11 19:30,14.5,91.5,18.9,60.56,18.04,13.24,80.92,0,0,0
2018-05-11 20:00,14.3,93.4,18.9,61.11,17.84,13.45,80.04,0,0,0
2018-05-11 20:30,14.4,93.4,19.1,60.96,18.26,13.69,78.21,0,0,0
2018-05-11 21:00,14,93.4,19.2,58.82,18.15,14.58,70.36,0,0,0
2018-05-11 21:30,13.9,93.4,19.4,56.56,18.07,15.07,63.55,0,0,0
2018-05-11 22:00,13.7,93.4,19.5,57.05,18.07,14.85,74.69,0,0,0
2018-05-11 22:30,14,93.4,19.5,59.55,18.07,14.79,76.65,0,0,0
2018-05-11 23:00,14,93.4,19.3,62.39,18.07,14.73,79.37,0,0,0
2018-05-11 23:30,13.9,89.1,19.2,63.46,18,14.88,80.8,0,0,0
2018-05-12 0:00,13.4,89.7,19.3,63.4,18.04,14.7,80.1,0,0,0
2018-05-12 0:30,13.5,87.7,19.3,62.61,18.04,15.01,76.34,0,0,0
2018-05-12 1:00,13.5,85.2,19.2,63.31,17.92,14.76,79.58,0,0,0
2018-05-12 1:30,13.4,86,19.1,63.13,17.96,15.1,76.68,0,0,0
2018-05-12 2:00,13.4,89.4,19,63.98,17.96,15.1,73.53,0,0,0
2018-05-12 2:30,13.2,90.4,19,63.95,18.04,15.13,78.08,0,0,0
2018-05-12 3:00,13.2,90.5,19.1,65.11,17.88,15.13,80.34,0,0,0
2018-05-12 3:30,13.5,88,19.1,66,17.92,15.19,77.23,0,0,0
2018-05-12 4:00,14,93.4,19.1,64.84,17.88,15.59,68.83,0,0,0
2018-05-12 4:30,13.8,93.4,19.1,63,17.92,15.56,67.22,0,0,0
2018-05-12 5:00,13.4,93.4,19,62.33,17.96,15.01,70.63,0,0,0
2018-05-12 5:30,12.5,93.4,18.9,60.96,17.84,14.58,68.77,0,0,0
2018-05-12 6:00,12.3,93.4,18.8,59.68,17.92,13.85,66.79,0,0,0
2018-05-12 6:30,12,93.4,18.5,57.51,17.84,12.84,68.93,0,0,0
2018-05-12 7:00,11.8,93.4,18.1,57.14,17.81,12.23,73.2,0,0,0
2018-05-12 7:30,11.4,93.4,18,58.39,17.88,12.29,81.23,0,0,0
2018-05-12 8:00,11.5,93.4,18.1,60.65,17.69,12.11,85.26,0,0,0
2018-05-12 8:30,11.8,93.4,17.9,62.73,17.73,11.92,86.45,0,0,0
2018-05-12 9:00,12.1,93.4,17.9,63.83,17.5,12.17,86.94,0,0,0
2018-05-12 9:30,12.4,93.4,18,64.87,17.65,12.59,88.13,0,0,0
2018-05-12 10:00,12.6,93.4,18,65.93,17.5,12.81,88.8,0,0,0
2018-05-12 10:30,13,93.4,18.1,66.85,17.62,12.99,89.04,0,0,0
2018-05-12 11:00,13.3,93.4,18.2,68.07,17.43,13.54,89.59,0,0,0
2018-05-12 11:30,13.6,93.4,18.3,69.14,17.62,13.88,89.65,0,0,0
2018-05-12 12:00,15.1,93.4,18.3,70.24,17.65,14.12,89.53,0,0,0
2018-05-12 12:30,16.3,93.4,18.4,71.21,17.69,14.49,89.41,0,0,0
2018-05-12 13:00,16.5,93.4,18.5,72.31,17.58,14.76,89.62,0,0,0
2018-05-12 13:30,16.4,93.4,18.5,73.6,17.35,15.53,90.81,0,0,0
2018-05-12 14:00,16.3,93.4,18.7,75.43,17.65,16.72,91.06,0,0,0
2018-05-12 14:30,16,93.4,19,80.19,17.69,16.78,88.4,0,0,0
2018-05-12 15:00,15.5,93.4,19,79.61,17.54,16.65,86.02,0,0,0
2018-05-12 15:30,15.3,93.4,19.1,78.6,17.65,16.62,85.99,0,0,0
2018-05-12 16:00,15.6,93.4,19.1,77.11,17.69,16.26,87.82,0,0,0
2018-05-12 16:30,15.5,93.4,19.2,76.83,17.65,16.29,88.74,0,0,0
2018-05-12 17:00,15.6,93.4,19.2,77.05,17.65,16.38,88.55,0,0,0
2018-05-12 17:30,15.6,93.4,19.2,76.77,17.69,16.32,88.52,0,0,0
2018-05-12 18:00,15.6,93.4,19.2,76.53,17.65,16.2,88.98,0,0,0
2018-05-12 18:30,15.7,93.4,19.2,76.68,17.65,16.07,89.65,0,0,0
2018-05-12 19:00,15.9,93.4,19.3,76.56,17.65,15.86,90.38,0,0,0
2018-05-12 19:30,16,93.4,19.2,76.56,17.62,15.92,90.9,0,0,0
2018-05-12 20:00,16.1,93.4,19.2,76.71,17.69,16.04,91.24,0,0,0
2018-05-12 20:30,16.2,93.4,19.2,77.01,17.65,16.14,91.33,0,0,0
2018-05-12 21:00,16.1,93.4,19.2,77.53,17.54,16.32,91.39,0,0,0
2018-05-12 21:30,15.8,93.4,19.2,77.93,17.62,16.41,91.15,0,0,0
2018-05-12 22:00,15.6,93.4,19.2,78.54,17.54,16.35,91.24,0,0,0
2018-05-12 22:30,15.4,93.4,19.2,79.15,17.62,16.2,90.66,0,0,0
2018-05-12 23:00,15.3,93.4,19.2,78.94,17.54,16.07,89.29,0,0,0
2018-05-12 23:30,14.9,93.4,19.1,77.38,17.65,15.95,88.77,0,0,0
2018-05-13 0:00,14.6,93.4,19.1,77.08,17.65,15.65,89.77,0,0,0
2018-05-13 0:30,14.4,93.4,18.9,76.56,17.65,15.16,90.2,0,0,0
2018-05-13 1:00,14,93.4,18.8,75.82,17.46,14.95,90.51,0,0,0
2018-05-13 1:30,13.7,93.4,18.8,75.21,17.54,14.76,90.66,0,0,0
2018-05-13 2:00,13.5,93.4,18.6,74.45,17.58,14.52,90.57,0,0,0
2018-05-13 2:30,13.5,93.4,18.4,74.11,17.5,14.27,91.3,0,0,0
2018-05-13 3:00,13.4,93.4,18.3,75.18,17.46,14.37,91.91,0,0,0
2018-05-13 3:30,12.3,93.4,18.3,73.87,17.35,13.88,89.77,0,0,0
2018-05-13 4:00,12,93.4,17.8,73.02,17.39,13.33,89.68,0,0,0
2018-05-13 4:30,12.1,93.4,17.6,72.99,17.23,13.24,89.96,0,0,0
2018-05-13 5:00,12.3,93.4,17.6,72.77,17.16,13.66,88.31,0,0,0
2018-05-13 5:30,12.4,93.4,17.7,72.44,17.27,13.69,87.15,0,0,0
2018-05-13 6:00,12.5,93.4,18,71.83,17.35,13.63,86.97,0,0,0
2018-05-13 6:30,12.6,93.4,18.2,71.31,17.35,13.79,86.02,0,0,0
2018-05-13 7:00,12.8,93.4,18.1,70.51,17.27,13.82,85.04,0,0,0
2018-05-13 7:30,12.9,93.4,18.2,69.87,17.23,14.15,82.88,0,0,0
2018-05-13 8:00,12.9,93.4,18.3,68.99,17.5,14.49,80.8,0,0,0
2018-05-13 8:30,13.2,93.4,18.5,68.16,17.35,14.88,78.24,0,0,0
2018-05-13 9:00,14,93.4,18.6,66.82,17.5,15.53,77.05,0,0,0
2018-05-13 9:30,14.5,93.4,18.7,66.48,17.35,15.56,73.41,0,0,0
2018-05-13 10:00,15,93.4,18.8,66.12,17.43,15.92,74.36,0,0,0
2018-05-13 10:30,15,93.4,19.2,63.89,17.62,16.2,71.49,0,0,0
2018-05-13 11:00,15.4,90.3,19.2,64.07,17.62,16.84,67.49,0,0,0
2018-05-13 11:30,16.6,89,19.4,62.67,17.73,17.91,62.85,0,0,0
2018-05-13 12:00,16.6,86,19.5,62.3,17.62,17.23,66.91,0,0,0
2018-05-13 12:30,16.5,85.5,20.1,59.31,17.88,17.08,66.03,0,0,0
2018-05-13 13:00,16.6,86.3,20.1,59.49,17.92,17.2,65.75,0,0,0
2018-05-13 13:30,16.8,85,20.1,57.11,18.38,17.6,62.24,0,0,0
2018-05-13 14:00,17.2,85,20.4,58,18.19,17.54,62.42,0,0,0
2018-05-13 14:30,17.5,85.1,20.7,57.63,18.15,16.62,65.05,0,0,0
2018-05-13 15:00,18.1,82.7,20.9,55.13,18.57,15.89,66.33,0,0,0
2018-05-13 15:30,18.4,81.8,21.3,54.3,18.42,15.43,68.89,0,0,0
2018-05-13 16:00,19,81.3,21.2,54.09,18.46,14.85,71.79,0,0,0
2018-05-13 16:30,18.5,81.4,20.8,54.7,18.38,14.61,74.11,0,0,0
2018-05-13 17:00,18.8,82.1,20.8,55.19,18.49,14.73,74.97,0,0,0
2018-05-13 17:30,18.4,83.1,20.3,56.07,18.38,14.18,76.77,0,0,0
2018-05-13 18:00,18.1,84.5,19.9,58.09,18.34,13.82,78.69,0,0,0
2018-05-13 18:30,17.2,87.8,19.6,58.97,18.15,13.54,81.68,0,0,0
2018-05-13 19:00,16,90.7,18.9,61.26,17.92,12.75,83.88,0,0,0
2018-05-13 19:30,14.8,93.4,18.4,62.79,17.81,12.26,85.23,0,0,0
2018-05-13 20:00,13.9,93.4,17.8,63.8,17.5,11.53,87,0,0,0
2018-05-13 20:30,13.4,93.4,17.4,64.1,17.39,11.22,88,0,0,0
2018-05-13 21:00,13,93.4,17.3,64.44,17.39,11.16,89.19,0,0,0
2018-05-13 21:30,12.6,93.4,17.5,64.19,17.54,10.92,89.47,0,0,0
2018-05-13 22:00,12.4,93.4,17.6,64.53,17.62,10.79,90.69,0,0,0
2018-05-13 22:30,12.4,93.4,18.1,62.94,17.65,10.7,91.51,0,0,0
2018-05-13 23:00,12.1,93.4,18.4,61.08,17.84,10.76,92.25,0,0,0
2018-05-13 23:30,12.3,93.4,18.5,60.99,17.73,10.92,92.77,0,0,0
2018-05-14 0:00,12.3,93.4,18.6,62.03,17.58,10.95,93.04,0,0,0
2018-05-14 0:30,11.8,93.4,18.5,62.76,17.81,11.01,93.25,0,0,0
2018-05-14 1:00,11.6,93.4,18.5,63.1,17.62,10.92,93.47,0,0,0
2018-05-14 1:30,11.4,93.4,18.5,63,17.69,11.01,93.77,0,0,0
2018-05-14 2:00,11.3,93.4,18.4,63.13,17.5,10.89,93.9,0,0,0
2018-05-14 2:30,11.4,93.4,18.4,62.97,17.69,10.98,94.11,0,0,0
2018-05-14 3:00,11.3,93.4,18.3,63.37,17.69,11.01,94.32,0,0,0
2018-05-14 3:30,11.2,93.4,18.1,63.68,17.46,11.04,94.69,0,0,0
2018-05-14 4:00,11.1,93.4,18.1,64.29,17.39,11.22,95.21,0,0,0
2018-05-14 4:30,11.4,93.4,18,64.96,17.5,11.59,95.6,0,0,0
2018-05-14 5:00,11.4,93.4,17.9,65.66,17.31,11.83,95.82,0,0,0
2018-05-14 5:30,11.7,93.4,17.9,66.24,17.39,11.92,95.85,0,0,0
2018-05-14 6:00,11.8,93.4,17.9,66.64,17.39,12.11,95.85,0,0,0
2018-05-14 6:30,11.8,93.4,18,67.16,17.35,12.56,95.85,0,0,0
2018-05-14 7:00,11.8,93.4,18,67.67,17.39,12.75,95.45,0,0,0
2018-05-14 7:30,12.1,93.4,18.1,68.07,17.35,12.87,94.26,0,0,0
2018-05-14 8:00,12.8,93.4,18.1,68.32,17.27,13.3,92.74,0,0,0
2018-05-14 8:30,13.8,93.4,18.1,68.65,17.39,14.4,87.3,0,0,0
2018-05-14 9:00,15,93.4,18.3,68.59,17.2,16.96,76.19,0,0,0
2018-05-14 9:30,16,93.4,18.6,68.56,17.31,17.51,71.83,0,0,0
2018-05-14 10:00,17.4,88.7,18.9,68.13,17.5,19.34,65.81,0,0,0
2018-05-14 10:30,18,86,19.4,67.7,17.69,19.43,64.19,0,0,0
2018-05-14 11:00,19.3,83.7,19.7,67.86,17.65,21.11,59.52,0,0,0
2018-05-14 11:30,20.9,81.1,20.3,67.09,17.81,21.6,58.97,0,0,0
2018-05-14 12:00,21.8,80.4,20.7,66.79,17.92,22.09,57.54,0,0,0
2018-05-14 12:30,22.6,78.4,21.3,66.09,18.11,22.24,58.21,0,0,0
2018-05-14 13:00,23.2,76.7,21.8,65.6,18.23,22.76,57.88,0,0,0
2018-05-14 13:30,24.1,73.3,22.4,64.74,18.34,22.91,59.58,0,0,0
2018-05-14 14:00,24.6,72.6,22.7,63.92,18.53,23.28,58.76,0,0,0
2018-05-14 14:30,24.2,70.2,23,63.83,18.68,23.31,56.96,0,0,0
2018-05-14 15:00,24.1,71.2,23.2,63.74,18.61,22.55,59.65,0,0,0
2018-05-14 15:30,24.5,65.9,23.4,62.79,18.72,22.91,60.07,0,0,0
2018-05-14 16:00,24.3,62.1,23.7,59.68,18.91,22.27,61.39,0,0,0
2018-05-14 16:30,24.3,62,23.8,58.76,19.07,21.48,64.68,0,0,0
2018-05-14 17:00,23.9,65.1,23.8,58.24,19.37,20.96,64.87,0,0,0
2018-05-14 17:30,23.3,65.7,23.6,59.92,19.1,20.62,65.63,0,0,0
2018-05-14 18:00,22.5,69.3,23.5,59.89,19.14,19.89,67.61,0,0,0
2018-05-14 18:30,21.8,73.1,23.4,59.95,19.33,19.22,69.44,0,0,0
2018-05-14 19:00,20.9,73.2,23.2,59.74,19.29,18.67,70.97,0,0,0
2018-05-14 19:30,19.6,80.2,23,59.58,19.26,19.37,71.12,0,0,0
2018-05-14 20:00,18.6,88.2,22.9,59.71,19.22,17.66,71.46,0,0,0
2018-05-14 20:30,18.7,83.8,22.6,60.32,19.49,16.96,76.83,0,0,0
2018-05-14 21:00,18,86.4,22.4,60.62,19.14,17.02,77.23,0,0,0
2018-05-14 21:30,17,92.5,22.2,61.14,19.18,18.18,74.94,0,0,0
2018-05-14 22:00,16.8,88.5,22,63.92,19.1,18.21,80.74,0,0,0
2018-05-14 22:30,16.4,86.3,21.8,64.01,19.26,18.52,73.99,0,0,0
2018-05-14 23:00,15.8,86.4,21.7,65.02,19.33,18.06,83.76,0,0,0
2018-05-14 23:30,15.5,87.7,21.5,68.1,19.14,18.58,76.13,0,0,0
2018-05-15 0:00,15,89,21.4,68.86,19.29,18.39,72.99,0,0,0
2018-05-15 0:30,15,89.4,21.2,69.14,19.14,18.27,72.62,0,0,0
2018-05-15 1:00,14.5,91.8,21.1,69.17,19.18,18.18,69.9,0,0,0
2018-05-15 1:30,14.4,93.4,21,66.03,19.07,18.24,67.34,0,0,0
2018-05-15 2:00,14,93.4,20.8,65.42,19.03,16.93,75.58,0,0,0
2018-05-15 2:30,13.7,93.4,20.7,65.38,19.03,16.68,83.27,0,0,0
2018-05-15 3:00,13.5,93.4,20.6,67.8,19.03,16.44,82.97,0,0,0
2018-05-15 3:30,13.3,93.4,20.4,66.03,18.99,16.14,85.68,0,0,0
2018-05-15 4:00,13.2,93.4,20.2,68.35,18.99,15.71,85.56,0,0,0
2018-05-15 4:30,12.7,93.4,20.2,68.16,18.91,16.26,83.67,0,0,0
2018-05-15 5:00,12.5,93.4,20,68.07,18.95,16.38,82.54,0,0,0
2018-05-15 5:30,12.8,93.4,20,68.56,18.91,16.29,86.39,0,0,0
2018-05-15 6:00,13.1,93.4,20,69.75,18.88,16.56,88,0,0,0
2018-05-15 6:30,14.1,93.4,19.9,71.12,18.91,16.65,87.33,0,0,0
2018-05-15 7:00,15.5,93.4,20,71.79,18.91,18.12,81.93,0,0,0
2018-05-15 7:30,17,93,20.1,72.59,18.91,19.71,73.72,0,0,0
2018-05-15 8:00,18.8,84.2,20.3,73.5,18.95,21.36,65.84,0,0,0
2018-05-15 8:30,20,75.5,20.6,73.75,18.95,22.58,60.5,0,0,0
2018-05-15 9:00,21.5,67,21,71.64,19.1,25.23,49.11,0,0,0
2018-05-15 9:30,21.8,62.2,21.4,66,19.26,25.69,42.92,0,0,0
2018-05-15 10:00,22.6,62.7,21.9,60.5,19.45,26.33,41.27,0,0,0
2018-05-15 10:30,23.3,51.1,22.3,56.65,19.68,26.85,34.22,0,0,0
2018-05-15 11:00,24.6,53.6,22.8,47.44,19.79,26.42,32.02,0,0,0
2018-05-15 11:30,25.7,48.1,23.4,44.66,20.29,27.16,34.83,0,0,0
2018-05-15 12:00,26.1,48.2,23.9,47.22,20.1,27.06,34.22,0,0,0
2018-05-15 12:30,26.8,48.6,24.3,46.73,20.25,27.52,37.15,0,0,0
2018-05-15 13:00,27.8,47.3,24.7,47.74,20.44,27.61,37,0,0,0
2018-05-15 13:30,27.2,53.1,25,48.05,20.52,27.58,38.86,0,0,0
2018-05-15 14:00,28,50.4,25.4,49.21,20.63,28.35,39.99,0,0,0
2018-05-15 14:30,27.9,52.8,25.6,51.07,21.05,28.53,40.57,0,0,0
2018-05-15 15:00,27.5,56.4,25.7,51.34,20.82,28.65,41.61,0,0,0
2018-05-15 15:30,26.6,58.7,26,52.01,20.94,28.71,41.97,0,0,0
2018-05-15 16:00,26.2,63.6,26.1,52.59,21.24,28.56,43.68,0,0,0
2018-05-15 16:30,26.3,66.7,25.9,53.85,20.9,27.12,45.51,0,0,0
2018-05-15 17:00,26,65.6,25.9,54.58,21.13,25.78,48.47,0,0,0
2018-05-15 17:30,25.8,69.8,25.9,54.24,21.51,25.48,51.19,0,0,0
2018-05-15 18:00,25.4,69.5,25.8,54.91,21.16,24.47,49.33,0,0,0
2018-05-15 18:30,24.7,74.6,25.8,55.04,21.24,24.77,53.54,0,0,0
2018-05-15 19:00,24.5,77.5,25.7,56.11,21.28,24.13,54.67,0,0,0
2018-05-15 19:30,24,84.8,25.6,57.48,21.16,23.43,55.86,0,0,0
2018-05-15 20:00,23.5,88,25.5,60.99,21.36,23.55,59.58,0,0,0
2018-05-15 20:30,23.5,84.9,25.4,61.87,21.2,23.74,61.48,0,0,0
2018-05-15 21:00,22.9,84.7,25.3,64.35,21.36,23.95,70.7,0,0,0
2018-05-15 21:30,22.7,88.6,25.2,67.83,21.2,23.86,74.02,0,0,0
2018-05-15 22:00,21.6,93.4,25.1,69.81,21.24,23.89,71.76,0,0,0
2018-05-15 22:30,21.4,93.4,25,69.75,21.28,23.74,72.77,0,0,0
2018-05-15 23:00,21.5,93.4,24.9,71.09,21.36,23.86,73.53,0,0,0
2018-05-15 23:30,21.8,93.4,24.9,71.37,21.39,23.52,75.4,0,0,0
2018-05-16 0:00,21.9,93.4,24.8,72.44,21.47,23.31,75.89,0,0,0
2018-05-16 0:30,22.2,93.4,24.7,72.28,21.47,23.25,76.47,0,0,0
2018-05-16 1:00,23.1,93,24.6,72.86,21.47,23.37,74.6,0,0,0
2018-05-16 1:30,22.8,93,24.6,72.71,21.43,23.55,73.35,0,0,1
2018-05-16 2:00,23.4,85.5,24.6,72.99,21.47,23.4,72.65,0,0,1
2018-05-16 2:30,23.4,86.2,24.5,72.74,21.51,23.22,72.92,0,0,1
2018-05-16 3:00,23.1,87.8,24.4,72.34,21.47,23.13,74.18,0,0,1
2018-05-16 3:30,23.3,88.3,24.4,72.53,21.47,23.03,75.7,0,0,1
2018-05-16 4:00,23.3,89.8,24.4,73.29,21.58,23.1,76.98,0,0,1
2018-05-16 4:30,23.8,89.7,24.4,73.96,21.58,23.03,77.96,0,0,0
2018-05-16 5:00,23.6,90.8,24.4,74.42,21.58,23.16,78.48,0,0,1
2018-05-16 5:30,24.7,88.1,24.4,75.09,21.62,23.34,78.27,0,1,1
2018-05-16 6:00,25,86,24.4,75.89,21.62,23.28,78.91,0,1,1
2018-05-16 6:30,25,86.7,24.4,75.95,21.62,23.55,78.54,0,1,1
2018-05-16 7:00,25,88.1,24.4,76.74,21.66,23.55,78.94,0,1,1
2018-05-16 7:30,24.9,88.5,24.5,77.29,21.7,24.77,74.88,0,1,1
2018-05-16 8:00,24.6,89.7,24.6,76.77,21.78,25.38,71.79,0,1,1
2018-05-16 8:30,23.3,93.4,24.7,76.95,21.74,25.35,72.41,0,0,1
2018-05-16 9:00,23.1,93.4,24.8,77.9,21.89,24.44,79.76,0,1,1
2018-05-16 9:30,23,93.4,24.8,79.21,21.85,24.35,80.83,1,1,1
2018-05-16 10:00,22.9,93.4,24.7,79.73,21.85,24.47,79.95,1,1,1
2018-05-16 10:30,21.8,93.4,24.8,80.07,21.93,23.95,80.89,1,1,1
2018-05-16 11:00,21.8,93.4,24.7,79.82,21.85,23.61,82.91,1,1,1
2018-05-16 11:30,21.5,93.4,24.6,80.22,21.89,23.92,81.72,1,1,1
2018-05-16 12:00,21.8,93.4,24.6,79.88,21.89,23.95,81.07,1,1,1
2018-05-16 12:30,22,93.4,24.6,79.73,21.89,24.47,78.91,0,1,0
2018-05-16 13:00,22.2,93.4,24.6,80.01,21.93,24.8,78.36,1,1,0
2018-05-16 13:30,22.7,93.4,24.7,80.19,22.04,24.68,78.27,1,1,1
2018-05-16 14:00,22.6,93.4,24.8,80.59,22.04,24.13,80.19,1,1,1
2018-05-16 14:30,22.3,93.4,24.7,80.62,22.08,23.71,83.46,1,1,1
2018-05-16 15:00,22.3,93.4,24.6,81.2,22.04,23.89,83.21,1,1,1
2018-05-16 15:30,22.5,93.4,24.6,81.5,22.08,23.83,82.91,1,1,1
2018-05-16 16:00,22.4,93.4,24.6,81.35,22,24.01,82.39,1,1,1
2018-05-16 16:30,22.5,93.4,24.6,81.68,22.04,23.86,83.49,1,0,1
2018-05-16 17:00,22.6,93.4,24.6,81.87,22.08,23.83,83.36,1,0,1
2018-05-16 17:30,22.5,93.4,24.6,81.62,22.12,23.89,82.88,1,1,0
2018-05-16 18:00,22.7,93.4,24.6,81.47,22.08,23.95,82.36,1,1,0
2018-05-16 18:30,22.7,93.4,24.7,81.11,22.19,23.92,82.26,1,1,1
2018-05-16 19:00,22.4,93.4,24.6,81.38,22.16,23.77,82.51,1,1,1
2018-05-16 19:30,22.3,93.4,24.6,81.38,22.16,23.74,83.09,1,1,1
2018-05-16 20:00,21.9,93.4,24.6,81.59,22.12,23.64,83.33,1,1,0
2018-05-16 20:30,22.1,93.4,24.6,81.44,22.27,23.43,84.13,0,1,0
2018-05-16 21:00,22.3,93.4,24.6,81.56,22.31,23.49,83.85,0,1,0
2018-05-16 21:30,22.3,93.4,24.6,81.65,22.19,23.49,84.62,1,0,0
2018-05-16 22:00,22.5,93.4,24.6,82.11,22.23,23.28,85.01,1,0,0
2018-05-16 22:30,22.5,93.4,24.7,81.87,22.27,23.58,84.4,1,1,0
2018-05-16 23:00,22.4,93.4,24.7,82.14,22.35,23.86,83.85,1,1,0
2018-05-16 23:30,22.2,93.4,24.7,82.39,22.35,23.49,84.83,1,1,0
2018-05-17 0:00,21.8,93.4,24.6,82.81,22.27,22.97,88.34,1,0,0
2018-05-17 0:30,21.6,93.4,24.6,83,22.35,22.73,88.58,1,0,0
2018-05-17 1:00,21.6,93.4,24.5,82.81,22.27,22.61,88.16,1,0,0
2018-05-17 1:30,21.7,93.4,24.5,82.23,22.35,22.58,88.37,0,0,0
2018-05-17 2:00,21.6,93.4,24.5,81.99,22.39,22.61,88.83,0,0,0
2018-05-17 2:30,21.8,93.4,24.5,82.26,22.23,22.73,89.22,1,0,0
2018-05-17 3:00,21.7,93.4,24.5,82.88,22.35,23.06,88,1,0,0
2018-05-17 3:30,21.5,93.4,24.5,83.27,22.46,22.36,89.13,1,0,0
2018-05-17 4:00,20.6,93.4,24.3,82.39,22.31,21.94,90.23,0,0,0
2018-05-17 4:30,19.5,93.4,24.2,82.08,22.35,21.51,89.44,0,0,0
2018-05-17 5:00,19.5,93.4,24,81.11,22.27,20.96,88.28,0,0,0
2018-05-17 5:30,20,93.4,23.9,79.43,22.35,20.84,88.55,0,0,0
2018-05-17 6:00,20.4,93.4,24,79.03,22.31,19.4,88.13,0,0,0
2018-05-17 6:30,21,93.4,24,78.3,22.35,19.8,91.18,0,0,0
2018-05-17 7:00,21,93.4,24,77.99,22.35,19.86,91.45,0,0,0
2018-05-17 7:30,20.8,93.4,24,80.01,22.35,21.51,93.35,0,0,0
2018-05-17 8:00,20.8,93.4,24,80.49,22.39,20.53,88.86,0,0,0
2018-05-17 8:30,20.7,93.4,24,79.98,22.31,18.79,88.8,0,0,0
2018-05-17 9:00,20.7,93.4,24,79.21,22.35,20.44,92.77,0,0,0
2018-05-17 9:30,21.4,93.4,23.9,79.73,22.39,21.2,93.5,0,0,0
2018-05-17 10:00,22.5,93.4,23.9,80.37,22.31,21.17,91.79,0,0,0
2018-05-17 10:30,22.3,93.4,24.1,79.85,22.39,22.48,89.62,0,0,0
2018-05-17 11:00,22.2,93.4,24.3,80.25,22.42,22.61,86.84,0,0,0
2018-05-17 11:30,23.5,93.4,24.5,80.8,22.5,23.64,85.26,0,0,0
2018-05-17 12:00,24.2,93.4,24.8,80.8,22.58,23.13,83.3,0,0,0
2018-05-17 12:30,23.5,93.4,24.6,80.98,22.5,23.49,82.57,0,0,0
2018-05-17 13:00,23.4,93.4,24.7,80.98,22.54,23.68,81.56,0,0,0
2018-05-17 13:30,22.9,93.4,24.7,80.92,22.61,23.83,81.81,0,0,0
2018-05-17 14:00,22.4,93.4,24.8,81.04,22.58,23.8,81.9,0,0,0
2018-05-17 14:30,22.5,93.4,24.8,80.22,22.65,24.04,80.56,0,0,0
2018-05-17 15:00,22.6,93.4,24.9,79.95,22.61,24.13,80.34,0,0,0
2018-05-17 15:30,22.8,93.4,24.9,79.95,22.61,24.47,80.22,0,0,0
2018-05-17 16:00,22.7,93.4,25.1,80.04,22.73,24.68,78.75,0,0,0
2018-05-17 16:30,22.4,93.4,25.2,79.73,22.77,24.47,78.33,0,0,0
2018-05-17 17:00,22.7,93.4,25.3,79.43,22.69,24.26,80.43,0,0,0
2018-05-17 17:30,22.4,93.4,25.2,79.55,22.65,23.92,81.2,0,0,0
2018-05-17 18:00,22.2,93.4,25.1,79.95,22.84,23.98,81.93,0,0,0
2018-05-17 18:30,22.2,93.4,25.2,80.1,22.73,23.8,83,0,0,0
2018-05-17 19:00,22,93.4,25.1,80.37,22.84,23.34,84.98,0,0,0
2018-05-17 19:30,21.6,93.4,25.1,80.49,22.69,23.25,85.56,0,0,0
2018-05-17 20:00,21.3,93.4,25.1,76.04,22.96,19.92,82.75,0,0,0
2018-05-17 20:30,20.8,93.4,24.9,73.69,22.92,18.97,86.97,0,0,0
2018-05-17 21:00,20,93.4,24.6,76.37,22.92,20.53,91.24,0,0,0
2018-05-17 21:30,19.2,93.4,24.4,76.89,22.81,20.32,90.84,0,0,0
2018-05-17 22:00,19.2,93.4,24.2,76.62,22.84,20.04,90.48,0,0,0
2018-05-17 22:30,19.2,93.4,23.9,76.8,22.69,20.1,89.35,0,0,0
2018-05-17 23:00,19.2,93.4,23.9,76.01,22.58,19.86,90.35,0,0,0
2018-05-17 23:30,19,93.4,23.9,75.49,22.73,19.74,91.39,0,0,0
2018-05-18 0:00,18.7,93.4,23.7,76.01,22.61,19.65,91.45,0,0,0
2018-05-18 0:30,18.4,93.4,23.7,76.19,22.61,19.52,89.84,0,0,0
2018-05-18 1:00,18.2,93.4,23.6,75.46,22.61,19.34,89.35,0,0,0
2018-05-18 1:30,18,93.4,23.5,75.03,22.5,19.13,90.2,0,0,0
2018-05-18 2:00,17.6,93.4,23.2,75.27,22.54,18.94,90.32,0,0,0
